token,pos,syn_label,lemma,m_desc,m_type
prejudgment,n,S,no,FairnessVice,4
prejudgments,n,S,no,FairnessVice,4
prejudice,n,S,no,FairnessVice,4
prejudice,v,H,yes,FairnessVice,4
prejudiced,adj,S,no,FairnessVice,4
prejudices,n,S,no,FairnessVice,4
prejudicial,adj,O,no,FairnessVice,4
prejudicious,adj,S,no,FairnessVice,4
prepossess,v,H,yes,FairnessVice,4
proscription,n,H,no,FairnessVice,4
proscriptions,n,H,no,FairnessVice,4
purchasable,adj,S,no,FairnessVice,4
riddance,n,S,no,FairnessVice,4
riddances,n,S,no,FairnessVice,4
secern,v,H,yes,FairnessVice,4
secernate,v,H,yes,FairnessVice,4
secernment,n,S,no,FairnessVice,4
segregate,n,O,no,FairnessVice,4
segregate,v,O,yes,FairnessVice,4
segregated,adj,O,no,FairnessVice,4
segregates,n,O,no,FairnessVice,4
segregation,n,O,no,FairnessVice,4
segregationism,n,O,no,FairnessVice,4
segregationist,n,O,no,FairnessVice,4
segregationists,n,O,no,FairnessVice,4
segregations,n,O,no,FairnessVice,4
segregator,n,S,no,FairnessVice,4
segregators,n,S,no,FairnessVice,4
separatism,n,S,no,FairnessVice,4
separatisms,n,S,no,FairnessVice,4
sequestration,n,S,no,FairnessVice,4
sequestrations,n,S,no,FairnessVice,4
severalise,v,H,yes,FairnessVice,4
severalize,v,H,yes,FairnessVice,4
shut out,v,S,yes,FairnessVice,4
single out,v,S,yes,FairnessVice,4
throw out,v,S,yes,FairnessVice,4
turf out,v,S,yes,FairnessVice,4
unbalance,v,A,yes,FairnessVice,4
unbalanced,adj,A,no,FairnessVice,4
undue,adj,S,no,FairnessVice,4
unequal,adj,O,no,FairnessVice,4
unequaled,adj,O,no,FairnessVice,4
unequalised,adj,O,no,FairnessVice,4
unequalized,adj,S,no,FairnessVice,4
unequalled,adj,S,no,FairnessVice,4
unequally,adv,O,no,FairnessVice,4
unevenly,adv,S,no,FairnessVice,4
unevenness,n,A,no,FairnessVice,4
unevennesses,n,A,no,FairnessVice,4
unfair,adj,O,no,FairnessVice,4
unfairer,adj,O,no,FairnessVice,4
unfairest,adj,O,no,FairnessVice,4
unfairly,adv,O,no,FairnessVice,4
unfairness,n,O,no,FairnessVice,4
unfairnesses,n,O,no,FairnessVice,4
unintegrated,adj,S,no,FairnessVice,4
unjust,adj,S,no,FairnessVice,4
unjustifiable,adj,O,no,FairnessVice,4
unjustifiably,adv,O,no,FairnessVice,4
unjustified,adj,O,no,FairnessVice,4
unjustly,adv,O,no,FairnessVice,4
unjustness,n,H,no,FairnessVice,4
unjustnesses,n,H,no,FairnessVice,4
unreasonable,adj,A,no,FairnessVice,4
unscrupulous,adj,O,no,FairnessVice,4
unwarrantable,adj,S,no,FairnessVice,4
unwarranted,adj,S,no,FairnessVice,4
vantage,n,H,no,FairnessVice,4
vantages,n,H,no,FairnessVice,4
venal,adj,S,no,FairnessVice,4
accord,n,H,no,IngroupVirtue,5
accords,n,H,no,IngroupVirtue,5
across the country,adv,S,no,IngroupVirtue,5
across the nation,adv,S,no,IngroupVirtue,5
affiliate,v,H,yes,IngroupVirtue,5
aggregation,n,H,no,IngroupVirtue,5
aggregations,n,H,no,IngroupVirtue,5
aggroup,v,S,yes,IngroupVirtue,5
agreement,n,H,no,IngroupVirtue,5
agreements,n,H,no,IngroupVirtue,5
allegiance,n,S,no,IngroupVirtue,5
allegiances,n,S,no,IngroupVirtue,5
allies,n,O,no,IngroupVirtue,5
ally,n,O,no,IngroupVirtue,5
ally,v,O,yes,IngroupVirtue,5
ancestries,n,H,no,IngroupVirtue,5
ancestry,n,H,no,IngroupVirtue,5
assemblage,n,H,no,IngroupVirtue,5
assemblages,n,H,no,IngroupVirtue,5
assemble,v,H,yes,IngroupVirtue,5
associate,n,S,no,IngroupVirtue,5
associate,v,H,yes,IngroupVirtue,5
associates,n,S,no,IngroupVirtue,5
association,n,H,no,IngroupVirtue,5
associations,n,H,no,IngroupVirtue,5
bloodline,n,H,no,IngroupVirtue,5
bloodlines,n,H,no,IngroupVirtue,5
body politic,n,S,no,IngroupVirtue,5
body politics,n,S,no,IngroupVirtue,5
bolshevise,v,S,yes,IngroupVirtue,5
Bolshevism,n,S,no,IngroupVirtue,5
bolshevize,v,S,yes,IngroupVirtue,5
cadre,n,O,no,IngroupVirtue,5
cadres,n,O,no,IngroupVirtue,5
camaraderie,n,S,no,IngroupVirtue,5
camaraderies,n,S,no,IngroupVirtue,5
chauvinist,n,S,no,IngroupVirtue,5
chauvinistic,adj,S,no,IngroupVirtue,5
chauvinists,n,S,no,IngroupVirtue,5
chumminess,n,S,no,IngroupVirtue,5
chumminesses,n,S,no,IngroupVirtue,5
clan,n,H,no,IngroupVirtue,5
clannish,adj,S,no,IngroupVirtue,5
clannishly,adv,S,no,IngroupVirtue,5
clannishness,n,S,no,IngroupVirtue,5
clannishnesses,n,S,no,IngroupVirtue,5
clans,n,H,no,IngroupVirtue,5
class,v,H,yes,IngroupVirtue,5
classify,v,H,yes,IngroupVirtue,5
clique,n,O,no,IngroupVirtue,5
cliques,n,O,no,IngroupVirtue,5
cliquish,adj,O,no,IngroupVirtue,5
cliquishly,adv,O,no,IngroupVirtue,5
cliquishness,n,O,no,IngroupVirtue,5
cliquishnesses,n,O,no,IngroupVirtue,5
club,n,S,no,IngroupVirtue,5
clubbier,adj,S,no,IngroupVirtue,5
clubbiest,adj,S,no,IngroupVirtue,5
clubby,adj,S,no,IngroupVirtue,5
clubs,n,S,no,IngroupVirtue,5
cohort,n,O,no,IngroupVirtue,5
cohorts,n,O,no,IngroupVirtue,5
colleague,n,S,no,IngroupVirtue,5
colleagues,n,S,no,IngroupVirtue,5
collective,n,O,no,IngroupVirtue,5
collective,adj,O,no,IngroupVirtue,5
collectively,adv,S,no,IngroupVirtue,5
collectives,n,O,no,IngroupVirtue,5
collectivisation,n,O,no,IngroupVirtue,5
collectivisations,n,O,no,IngroupVirtue,5
collectivise,v,O,yes,IngroupVirtue,5
collectivised,adj,O,no,IngroupVirtue,5
collectivism,n,O,no,IngroupVirtue,5
collectivisms,n,O,no,IngroupVirtue,5
collectivist,adj,S,no,IngroupVirtue,5
collectivist,n,O,no,IngroupVirtue,5
collectivistic,adj,S,no,IngroupVirtue,5
collectivists,n,O,no,IngroupVirtue,5
collectivization,n,S,no,IngroupVirtue,5
collectivizations,n,S,no,IngroupVirtue,5
collectivize,v,S,yes,IngroupVirtue,5
collectivized,adj,S,no,IngroupVirtue,5
combine,v,S,yes,IngroupVirtue,5
combined,adj,S,no,IngroupVirtue,5
commie,n,S,no,IngroupVirtue,5
commies,n,S,no,IngroupVirtue,5
commit,v,S,yes,IngroupVirtue,5
commitment,n,S,no,IngroupVirtue,5
commitments,n,S,no,IngroupVirtue,5
commonalities,n,A,no,IngroupVirtue,5
commonality,n,A,no,IngroupVirtue,5
commonwealth,n,S,no,IngroupVirtue,5
commonwealths,n,S,no,IngroupVirtue,5
communal,adj,O,no,IngroupVirtue,5
commune,n,O,no,IngroupVirtue,5
commune,v,O,yes,IngroupVirtue,5
communes,n,O,no,IngroupVirtue,5
communisation,n,S,no,IngroupVirtue,5
communisations,n,S,no,IngroupVirtue,5
communise,v,O,yes,IngroupVirtue,5
communism,n,O,no,IngroupVirtue,5
communisms,n,O,no,IngroupVirtue,5
communist,n,O,no,IngroupVirtue,5
communist,adj,O,no,IngroupVirtue,5
communistic,adj,S,no,IngroupVirtue,5
communists,n,O,no,IngroupVirtue,5
communities,n,O,no,IngroupVirtue,5
communities of interests,n,S,no,IngroupVirtue,5
community,n,O,no,IngroupVirtue,5
community of interests,n,S,no,IngroupVirtue,5
communization,n,S,no,IngroupVirtue,5
communizations,n,S,no,IngroupVirtue,5
communize,v,S,yes,IngroupVirtue,5
companies,n,S,no,IngroupVirtue,5
companion,n,S,no,IngroupVirtue,5
companions,n,S,no,IngroupVirtue,5
companionship,n,S,no,IngroupVirtue,5
companionships,n,S,no,IngroupVirtue,5
company,n,S,no,IngroupVirtue,5
comrad,n,O,no,IngroupVirtue,5
comrade,n,S,no,IngroupVirtue,5
comradeliness,n,O,no,IngroupVirtue,5
comradelinesses,n,O,no,IngroupVirtue,5
comradely,adv,O,no,IngroupVirtue,5
comraderies,n,S,no,IngroupVirtue,5
comradery,n,S,no,IngroupVirtue,5
comrades,n,S,no,IngroupVirtue,5
comradeship,n,S,no,IngroupVirtue,5
comradeships,n,S,no,IngroupVirtue,5
comrads,n,O,no,IngroupVirtue,5
concerted,adj,S,no,IngroupVirtue,5
concurrence,n,H,no,IngroupVirtue,5
concurrences,n,H,no,IngroupVirtue,5
confederacies,n,H,no,IngroupVirtue,5
confederacy,n,H,no,IngroupVirtue,5
confederation,n,H,no,IngroupVirtue,5
confederations,n,H,no,IngroupVirtue,5
confrere,n,S,no,IngroupVirtue,5
confreres,n,S,no,IngroupVirtue,5
conjointly,adv,S,no,IngroupVirtue,5
conjunct,adj,S,no,IngroupVirtue,5
conjunction,n,H,no,IngroupVirtue,5
conjunctions,n,H,no,IngroupVirtue,5
conjunctive,adj,S,no,IngroupVirtue,5
connect,v,S,yes,IngroupVirtue,5
connection,n,H,no,IngroupVirtue,5
connections,n,H,no,IngroupVirtue,5
connexion,n,H,no,IngroupVirtue,5
connexions,n,H,no,IngroupVirtue,5
consort,v,H,yes,IngroupVirtue,5
cooperation,n,H,no,IngroupVirtue,5
cooperations,n,H,no,IngroupVirtue,5
cooperative,adj,S,no,IngroupVirtue,5
corporate,adj,S,no,IngroupVirtue,5
coterie,n,S,no,IngroupVirtue,5
coteries,n,S,no,IngroupVirtue,5
countries,n,S,no,IngroupVirtue,5
countries of origin,n,S,no,IngroupVirtue,5
country,n,S,no,IngroupVirtue,5
country of origin,n,S,no,IngroupVirtue,5
countrywide,adj,S,no,IngroupVirtue,5
covenant,v,H,yes,IngroupVirtue,5
cultism,n,S,no,IngroupVirtue,5
cultisms,n,S,no,IngroupVirtue,5
dedicate,v,S,yes,IngroupVirtue,5
dedication,n,S,no,IngroupVirtue,5
dedications,n,S,no,IngroupVirtue,5
devote,v,O,yes,IngroupVirtue,5
devoted,adj,O,no,IngroupVirtue,5
devotedly,adv,O,no,IngroupVirtue,5
devotedness,n,O,no,IngroupVirtue,5
devotednesses,n,O,no,IngroupVirtue,5
devotee,n,O,no,IngroupVirtue,5
devotees,n,O,no,IngroupVirtue,5
devotion,n,S,no,IngroupVirtue,5
devotional,n,O,no,IngroupVirtue,5
devotional,adj,O,no,IngroupVirtue,5
devotionals,n,O,no,IngroupVirtue,5
devotions,n,S,no,IngroupVirtue,5
domestic,adj,A,no,IngroupVirtue,5
establishment,n,H,no,IngroupVirtue,5
establishments,n,H,no,IngroupVirtue,5
exclusiveness,n,S,no,IngroupVirtue,5
exclusivenesses,n,S,no,IngroupVirtue,5
faithfulness,n,H,no,IngroupVirtue,5
faithfulnesses,n,H,no,IngroupVirtue,5
familial,adj,O,no,IngroupVirtue,5
families,n,O,no,IngroupVirtue,5
family,n,O,no,IngroupVirtue,5
family line,n,S,no,IngroupVirtue,5
family lines,n,S,no,IngroupVirtue,5
family unit,n,S,no,IngroupVirtue,5
family units,n,S,no,IngroupVirtue,5
fan,n,S,no,IngroupVirtue,5
fans,n,S,no,IngroupVirtue,5
fatherland,n,S,no,IngroupVirtue,5
fatherlands,n,S,no,IngroupVirtue,5
federation,n,H,no,IngroupVirtue,5
federations,n,H,no,IngroupVirtue,5
fellow,n,O,no,IngroupVirtue,5
fellows,n,O,no,IngroupVirtue,5
fellowship,n,S,no,IngroupVirtue,5
fellowships,n,S,no,IngroupVirtue,5
fidelities,n,H,no,IngroupVirtue,5
fidelity,n,H,no,IngroupVirtue,5
flag-waver,n,S,no,IngroupVirtue,5
flag-wavers,n,S,no,IngroupVirtue,5
flag-waving,adj,S,no,IngroupVirtue,5
folk,n,S,no,IngroupVirtue,5
folks,n,S,no,IngroupVirtue,5
foregather,v,H,yes,IngroupVirtue,5
forgather,v,H,yes,IngroupVirtue,5
formation,n,H,no,IngroupVirtue,5
formations,n,H,no,IngroupVirtue,5
friend,n,H,no,IngroupVirtue,5
friends,n,H,no,IngroupVirtue,5
friendship,n,H,no,IngroupVirtue,5
friendships,n,H,no,IngroupVirtue,5
gather,v,H,yes,IngroupVirtue,5
gathering,n,H,no,IngroupVirtue,5
gatherings,n,H,no,IngroupVirtue,5
gild,n,S,no,IngroupVirtue,5
gilds,n,S,no,IngroupVirtue,5
group,n,H,no,IngroupVirtue,5
group,v,O,yes,IngroupVirtue,5
grouping,n,S,no,IngroupVirtue,5
groupings,n,S,no,IngroupVirtue,5
groups,n,H,no,IngroupVirtue,5
guild,n,O,no,IngroupVirtue,5
guilds,n,O,no,IngroupVirtue,5
home,adj,S,no,IngroupVirtue,5
home,n,S,no,IngroupVirtue,5
homeland,n,O,no,IngroupVirtue,5
homelands,n,O,no,IngroupVirtue,5
homes,n,S,no,IngroupVirtue,5
house,n,S,no,IngroupVirtue,5
household,n,S,no,IngroupVirtue,5
households,n,S,no,IngroupVirtue,5
houses,n,S,no,IngroupVirtue,5
in collaboration,adv,S,no,IngroupVirtue,5
in concert,adv,S,no,IngroupVirtue,5
ingroup,n,S,no,IngroupVirtue,5
ingroups,n,S,no,IngroupVirtue,5
inner circle,n,S,no,IngroupVirtue,5
inner circles,n,S,no,IngroupVirtue,5
insider,n,O,no,IngroupVirtue,5
insiders,n,O,no,IngroupVirtue,5
integrate,v,H,yes,IngroupVirtue,5
internal,adj,S,no,IngroupVirtue,5
jingo,n,S,no,IngroupVirtue,5
jingoes,n,S,no,IngroupVirtue,5
jingoist,n,S,no,IngroupVirtue,5
jingoistic,adj,S,no,IngroupVirtue,5
jingoists,n,S,no,IngroupVirtue,5
join,n,S,no,IngroupVirtue,5
join,v,S,yes,IngroupVirtue,5
joined,adj,S,no,IngroupVirtue,5
joins,n,S,no,IngroupVirtue,5
joint,v,O,yes,IngroupVirtue,5
joint,adj,O,no,IngroupVirtue,5
jointly,adv,S,no,IngroupVirtue,5
kin,n,S,no,IngroupVirtue,5
kindred,n,H,no,IngroupVirtue,5
kindreds,n,H,no,IngroupVirtue,5
kinfolk,n,S,no,IngroupVirtue,5
kinfolks,n,S,no,IngroupVirtue,5
kins,n,S,no,IngroupVirtue,5
kinsfolk,n,S,no,IngroupVirtue,5
kinsfolks,n,S,no,IngroupVirtue,5
kinship,n,H,no,IngroupVirtue,5
kinships,n,H,no,IngroupVirtue,5
kinspeople,n,S,no,IngroupVirtue,5
kinsperson,n,S,no,IngroupVirtue,5
lineage,n,H,no,IngroupVirtue,5
lineages,n,H,no,IngroupVirtue,5
link,v,S,yes,IngroupVirtue,5
link up,v,S,yes,IngroupVirtue,5
loyal,adj,A,no,IngroupVirtue,5
loyaler,adj,A,no,IngroupVirtue,5
loyalest,adj,A,no,IngroupVirtue,5
loyalist,n,O,no,IngroupVirtue,5
loyalists,n,O,no,IngroupVirtue,5
loyally,adv,O,no,IngroupVirtue,5
loyalties,n,A,no,IngroupVirtue,5
loyalty,n,A,no,IngroupVirtue,5
member,n,O,no,IngroupVirtue,5
members,n,O,no,IngroupVirtue,5
menage,n,S,no,IngroupVirtue,5
menages,n,S,no,IngroupVirtue,5
merge,v,S,yes,IngroupVirtue,5
mob,n,S,no,IngroupVirtue,5
mobs,n,S,no,IngroupVirtue,5
mother countries,n,S,no,IngroupVirtue,5
mother country,n,S,no,IngroupVirtue,5
motherland,n,S,no,IngroupVirtue,5
motherlands,n,S,no,IngroupVirtue,5
nation,n,O,no,IngroupVirtue,5
national,n,O,no,IngroupVirtue,5
national,adj,O,no,IngroupVirtue,5
nationalisation,n,O,no,IngroupVirtue,5
nationalise,v,O,yes,IngroupVirtue,5
nationalism,n,O,no,IngroupVirtue,5
nationalisms,n,O,no,IngroupVirtue,5
nationalist,adj,O,no,IngroupVirtue,5
nationalist,n,S,no,IngroupVirtue,5
nationalistic,adj,S,no,IngroupVirtue,5
nationalists,n,S,no,IngroupVirtue,5
nationalities,n,O,no,IngroupVirtue,5
nationality,n,O,no,IngroupVirtue,5
nationalization,n,S,no,IngroupVirtue,5
nationalizations,n,S,no,IngroupVirtue,5
nationalize,v,S,yes,IngroupVirtue,5
nationalized,v,S,yes,IngroupVirtue,5
nationally,adv,O,no,IngroupVirtue,5
nationals,n,O,no,IngroupVirtue,5
nationhood,n,O,no,IngroupVirtue,5
nationhoods,n,O,no,IngroupVirtue,5
nations,n,O,no,IngroupVirtue,5
nationwide,adv,S,no,IngroupVirtue,5
nationwide,adj,O,no,IngroupVirtue,5
native,adj,A,no,IngroupVirtue,5
native land,n,S,no,IngroupVirtue,5
native lands,n,S,no,IngroupVirtue,5
nativeness,n,A,no,IngroupVirtue,5
nativenesses,n,A,no,IngroupVirtue,5
organisation,n,H,no,IngroupVirtue,5
organisations,n,H,no,IngroupVirtue,5
organise,v,H,yes,IngroupVirtue,5
organization,n,H,no,IngroupVirtue,5
organizations,n,H,no,IngroupVirtue,5
organize,v,H,yes,IngroupVirtue,5
organized,n,H,no,IngroupVirtue,5
pack,n,S,no,IngroupVirtue,5
packs,n,S,no,IngroupVirtue,5
parentage,n,H,no,IngroupVirtue,5
parentages,n,H,no,IngroupVirtue,5
patriot,n,O,no,IngroupVirtue,5
patrioteer,n,O,no,IngroupVirtue,5
patrioteers,n,O,no,IngroupVirtue,5
patriotic,adj,S,no,IngroupVirtue,5
patriotically,adv,O,no,IngroupVirtue,5
patriotism,n,S,no,IngroupVirtue,5
patriotisms,n,S,no,IngroupVirtue,5
patriots,n,O,no,IngroupVirtue,5
pedigree,n,H,no,IngroupVirtue,5
pedigrees,n,H,no,IngroupVirtue,5
phratries,n,S,no,IngroupVirtue,5
phratry,n,S,no,IngroupVirtue,5
put together,adv,S,no,IngroupVirtue,5
relative,n,H,no,IngroupVirtue,5
relatives,n,H,no,IngroupVirtue,5
res publica,n,S,no,IngroupVirtue,5
sept,n,S,no,IngroupVirtue,5
septs,n,S,no,IngroupVirtue,5
social club,n,S,no,IngroupVirtue,5
social clubs,n,S,no,IngroupVirtue,5
socialism,n,H,no,IngroupVirtue,5
socialisms,n,H,no,IngroupVirtue,5
socialist,n,H,no,IngroupVirtue,5
socialists,n,H,no,IngroupVirtue,5
societies,n,S,no,IngroupVirtue,5
society,n,S,no,IngroupVirtue,5
solidarities,n,O,no,IngroupVirtue,5
solidarity,n,O,no,IngroupVirtue,5
sovietism,n,S,no,IngroupVirtue,5
sovietisms,n,S,no,IngroupVirtue,5
stalwart,n,S,no,IngroupVirtue,5
stalwarts,n,S,no,IngroupVirtue,5
state,n,S,no,IngroupVirtue,5
states,n,S,no,IngroupVirtue,5
superpatriotic,adj,S,no,IngroupVirtue,5
syndicate,n,S,no,IngroupVirtue,5
syndicates,n,S,no,IngroupVirtue,5
together,adv,O,no,IngroupVirtue,5
together,adj,O,no,IngroupVirtue,5
tribe,n,H,no,IngroupVirtue,5
tribes,n,H,no,IngroupVirtue,5
truehearted,adj,S,no,IngroupVirtue,5
trueness,n,H,no,IngroupVirtue,5
ultranationalistic,adj,S,no,IngroupVirtue,5
undeceive,v,A,yes,IngroupVirtue,5
unify,v,S,yes,IngroupVirtue,5
unison,n,O,no,IngroupVirtue,5
unisons,n,O,no,IngroupVirtue,5
unit,n,H,no,IngroupVirtue,5
unite,v,O,yes,IngroupVirtue,5
united,adj,O,no,IngroupVirtue,5
unitedly,adv,S,no,IngroupVirtue,5
units,n,H,no,IngroupVirtue,5
abandon,v,S,yes,IngroupVice,6
abandonment,n,H,no,IngroupVice,6
abandonments,n,H,no,IngroupVice,6
act of terrorism,n,S,no,IngroupVice,6
acts of terrorism,n,S,no,IngroupVice,6
adversaries,n,H,no,IngroupVice,6
adversary,n,H,no,IngroupVice,6
affright,v,H,yes,IngroupVice,6
alien,adj,S,no,IngroupVice,6
alien,n,S,no,IngroupVice,6
aliens,n,S,no,IngroupVice,6
antagonist,n,H,no,IngroupVice,6
antagonists,n,H,no,IngroupVice,6
apostasies,n,O,no,IngroupVice,6
apostasy,n,O,no,IngroupVice,6
apostate,n,O,no,IngroupVice,6
apostate,adj,O,no,IngroupVice,6
apostates,n,O,no,IngroupVice,6
beguiler,n,H,no,IngroupVice,6
beguilers,n,H,no,IngroupVice,6
betray,v,O,yes,IngroupVice,6
betrayal,n,O,no,IngroupVice,6
betrayals,n,O,no,IngroupVice,6
betrayer,n,O,no,IngroupVice,6
betrayers,n,O,no,IngroupVice,6
bewray,v,S,yes,IngroupVice,6
blabber,n,S,no,IngroupVice,6
blabbers,n,S,no,IngroupVice,6
bullying,n,H,no,IngroupVice,6
bullyings,n,H,no,IngroupVice,6
challenger,n,H,no,IngroupVice,6
challengers,n,H,no,IngroupVice,6
cheat,v,S,yes,IngroupVice,6
cheat,n,H,no,IngroupVice,6
cheat on,v,S,yes,IngroupVice,6
cheater,n,H,no,IngroupVice,6
cheaters,n,H,no,IngroupVice,6
cheats,n,H,no,IngroupVice,6
coerce,v,H,yes,IngroupVice,6
coercion,n,H,no,IngroupVice,6
coercions,n,H,no,IngroupVice,6
competitor,n,H,no,IngroupVice,6
competitors,n,H,no,IngroupVice,6
contender,n,H,no,IngroupVice,6
contenders,n,H,no,IngroupVice,6
cozen,v,H,yes,IngroupVice,6
cuckold,v,S,yes,IngroupVice,6
curiousness,n,S,no,IngroupVice,6
curiousnesses,n,S,no,IngroupVice,6
deceive,v,S,yes,IngroupVice,6
deceiver,n,H,no,IngroupVice,6
deceivers,n,H,no,IngroupVice,6
deceivingly,adv,O,no,IngroupVice,6
deceptively,adv,S,no,IngroupVice,6
defect,v,S,yes,IngroupVice,6
defection,n,S,no,IngroupVice,6
defections,n,S,no,IngroupVice,6
defector,n,S,no,IngroupVice,6
defectors,n,S,no,IngroupVice,6
delude,v,H,yes,IngroupVice,6
denationalise,v,A,yes,IngroupVice,6
denationalization,n,A,no,IngroupVice,6
denationalizations,n,A,no,IngroupVice,6
denationalize,v,A,yes,IngroupVice,6
desert,v,O,yes,IngroupVice,6
deserted,adj,O,no,IngroupVice,6
deserter,n,S,no,IngroupVice,6
deserters,n,S,no,IngroupVice,6
deserting,v,O,yes,IngroupVice,6
desertion,n,H,no,IngroupVice,6
desertions,n,H,no,IngroupVice,6
disappoint,v,H,yes,IngroupVice,6
disclose,v,H,yes,IngroupVice,6
disloyal,adj,O,no,IngroupVice,6
disloyal,adv,O,no,IngroupVice,6
disloyally,adv,A,no,IngroupVice,6
disloyalties,n,H,no,IngroupVice,6
disloyalty,n,H,no,IngroupVice,6
disunite,v,H,yes,IngroupVice,6
divide,v,H,yes,IngroupVice,6
divided,adj,A,no,IngroupVice,6
double-crosser,n,S,no,IngroupVice,6
double-crossers,n,S,no,IngroupVice,6
double-dealer,n,S,no,IngroupVice,6
double-dealers,n,S,no,IngroupVice,6
enemies,n,O,no,IngroupVice,6
enemy,n,O,no,IngroupVice,6
extraneous,adj,S,no,IngroupVice,6
fail,v,S,yes,IngroupVice,6
faithless,adj,S,no,IngroupVice,6
faithlessly,adv,S,no,IngroupVice,6
fake,n,S,no,IngroupVice,6
faker,n,S,no,IngroupVice,6
fakers,n,S,no,IngroupVice,6
fakes,n,S,no,IngroupVice,6
foe,n,S,no,IngroupVice,6
foeman,n,S,no,IngroupVice,6
foemen,n,S,no,IngroupVice,6
foes,n,S,no,IngroupVice,6
foreign,adj,O,no,IngroupVice,6
foreign-born,adj,O,no,IngroupVice,6
foreigner,n,O,no,IngroupVice,6
foreigners,n,O,no,IngroupVice,6
foreignness,n,O,no,IngroupVice,6
foreignnesses,n,O,no,IngroupVice,6
forsake,v,S,yes,IngroupVice,6
forsaking,n,H,no,IngroupVice,6
forsakings,n,H,no,IngroupVice,6
fraud,n,S,no,IngroupVice,6
frauds,n,S,no,IngroupVice,6
fright,v,H,yes,IngroupVice,6
frighten,v,H,yes,IngroupVice,6
frightening,n,S,no,IngroupVice,6
frightenings,n,S,no,IngroupVice,6
give away,v,S,yes,IngroupVice,6
high treason,n,S,no,IngroupVice,6
high treasons,n,S,no,IngroupVice,6
identities,n,S,no,IngroupVice,6
identity,n,S,no,IngroupVice,6
imposter,n,O,no,IngroupVice,6
imposters,n,O,no,IngroupVice,6
impostor,n,S,no,IngroupVice,6
impostors,n,S,no,IngroupVice,6
individual,n,O,no,IngroupVice,6
individual,adj,O,no,IngroupVice,6
individualisation,n,O,no,IngroupVice,6
individualisations,n,O,no,IngroupVice,6
individualise,v,O,yes,IngroupVice,6
individualised,adj,O,no,IngroupVice,6
individualism,n,O,no,IngroupVice,6
individualisms,n,O,no,IngroupVice,6
individualist,adj,O,no,IngroupVice,6
individualist,n,O,no,IngroupVice,6
individualistic,adj,S,no,IngroupVice,6
individualistically,adv,O,no,IngroupVice,6
individualists,n,O,no,IngroupVice,6
individuality,n,S,no,IngroupVice,6
individualization,n,S,no,IngroupVice,6
individualizations,n,S,no,IngroupVice,6
individualize,v,S,yes,IngroupVice,6
individualized,adj,S,no,IngroupVice,6
individually,adv,O,no,IngroupVice,6
individuals,n,O,no,IngroupVice,6
individuation,n,S,no,IngroupVice,6
individuations,n,S,no,IngroupVice,6
infidelities,n,H,no,IngroupVice,6
infidelity,n,H,no,IngroupVice,6
informer,n,S,no,IngroupVice,6
informers,n,S,no,IngroupVice,6
international,adj,A,no,IngroupVice,6
internationalism,n,A,no,IngroupVice,6
internationalisms,n,A,no,IngroupVice,6
intimidation,n,H,no,IngroupVice,6
intimidations,n,H,no,IngroupVice,6
isolate,v,S,yes,IngroupVice,6
jilt,n,O,no,IngroupVice,6
jilt,v,O,yes,IngroupVice,6
jilted,adj,O,no,IngroupVice,6
jilts,n,O,no,IngroupVice,6
keep apart,v,S,yes,IngroupVice,6
knaveries,n,H,no,IngroupVice,6
knavery,n,H,no,IngroupVice,6
lead astray,v,S,yes,IngroupVice,6
lese majesty,n,S,no,IngroupVice,6
misinform,v,H,yes,IngroupVice,6
mislead,v,H,yes,IngroupVice,6
misleadingly,adv,S,no,IngroupVice,6
multiculturalism,n,A,no,IngroupVice,6
multiculturalisms,n,A,no,IngroupVice,6
noncitizen,n,S,no,IngroupVice,6
noncitizens,n,S,no,IngroupVice,6
nonmember,n,A,no,IngroupVice,6
nonmembers,n,A,no,IngroupVice,6
nonnative,adj,S,no,IngroupVice,6
opponent,n,H,no,IngroupVice,6
opponents,n,H,no,IngroupVice,6
opposer,n,H,no,IngroupVice,6
opposers,n,H,no,IngroupVice,6
opposition,n,S,no,IngroupVice,6
oppositions,n,S,no,IngroupVice,6
outlander,n,S,no,IngroupVice,6
outlanders,n,S,no,IngroupVice,6
outsider,n,S,no,IngroupVice,6
outsiders,n,S,no,IngroupVice,6
part,v,H,yes,IngroupVice,6
perfidies,n,S,no,IngroupVice,6
perfidious,adj,S,no,IngroupVice,6
perfidiousness,n,S,no,IngroupVice,6
perfidiousnesses,n,S,no,IngroupVice,6
perfidy,n,S,no,IngroupVice,6
personalise,v,S,yes,IngroupVice,6
personalised,adj,S,no,IngroupVice,6
personalize,v,S,yes,IngroupVice,6
personalized,adj,S,no,IngroupVice,6
pretender,n,S,no,IngroupVice,6
pretenders,n,S,no,IngroupVice,6
protest,v,H,yes,IngroupVice,6
pseud,n,S,no,IngroupVice,6
pseudo,n,S,no,IngroupVice,6
pseudos,n,S,no,IngroupVice,6
pseuds,n,S,no,IngroupVice,6
punic,adj,S,no,IngroupVice,6
quitter,n,H,no,IngroupVice,6
quitters,n,H,no,IngroupVice,6
rat,v,S,yes,IngroupVice,6
rat,n,S,no,IngroupVice,6
rats,n,S,no,IngroupVice,6
recreant,n,S,no,IngroupVice,6
recreant,adj,S,no,IngroupVice,6
recreants,n,S,no,IngroupVice,6
rejected,adj,S,no,IngroupVice,6
